"kapitola";"věta";"rozsudek";"komentář"
"I";"Zajímalo ho, jaké by to bylo žít u nich.";"PONECHAT";"Funkční přechod do fantazie."
"I";"Každé ráno stát v rohu kuchyně a sledovat, jak si na vidličky nabírají míchaná vejce na másle s goudou, posypaná sekanou petrželí, a zapíjejí je pomerančovým džusem.";"UPRAVIT";"Až příliš detailní výčet jídla (""na másle s goudou, posypaná sekanou petrželí"") - tři přívlastky k vejcím, zredukovat, hlavní obraz (jiná, spořádaná rodina) přežije i s méně detaily."
"I";"Co když její rodina snídá po německu?";"PONECHAT";"Funkční, dobré tempo otázky."
"I";"Dva kousky pečiva, tavený sýr, nakrájená rajčata s okurkou a pár plátků kuřecí šunky.";"UPRAVIT";"Podobně přetížený výčet jako věta výše - zvážit zkrácení, aby nepůsobilo repetitivně vedle předchozího detailního výčtu vajec."
"I";"Otázkou bylo, jestli rodiny spolu ještě vůbec snídají.";"PONECHAT";"Dobrá, trpká pointa uzavírající úvahu o rodinné idyle."
"I";"Chtěl by Lenku sledovat při oblékání i svlékání.";"PONECHAT";"Funkční, ukazuje jeho vyloučenost a hlad po intimitě/přítomnosti."
"I";"Představoval si ji v nepadnoucí bílé halence, upnutých džínách a ve starých kozačkách.";"UPRAVIT";"Halenka a boty jsou detaily už použité pro Klárku (bílá halenka jako plachta, kozačky) - opakování zde může být záměrná stavební linka (obě ženy splývají v jeho mysli), nebo nechtěná repetice. Ověřit záměr."
"I";"Nemyslel na žádnou konkrétní značku, jen věděl, že kdysi takové opravdu měla, a to už předtím, než ho vůbec znala.";"PONECHAT";"Funkční, drží linii bot."
"I";"Musela to být kvalitní obuv, když se tisíce prošlapaných kilometrů na nich podepsaly jen osobitou patinou.";"SMAZAT";"Doslovné zopakování věty z popisu Klárčiných bot výše - pokud jde o záměrnou paralelu (Tomáš zaměňuje ženy), ponechat jako motiv, ale v současné podobě čtenáři spíš připadne jako chyba/copy-paste než záměr. Buď přeformulovat, nebo smazat."
"I";"Tomáš musel v Horních Březanech zabloudit.";"PONECHAT";"Funkční přechod."
"I";"Středobodem jeho cesty se totiž stala jedna ulice, na kterou se při pokusu uniknout z vesnice vždy vrátil, jako by snad měla vlastní gravitaci.";"PONECHAT";"Dobrá metafora (gravitace), funguje, drží motiv ""impulzu""/přitažlivosti napříč knihou."
"I";"Rostlo v ní několik mladých javorů a jako otec na ně ze zahrady schované za cihlovou zídkou dohlížel vzrostlý platan.";"PONECHAT";"Poetický obraz, personifikace stromu, funguje."
"I";"Jeho spodní větev rostla dost nízko, aby se přes ni dalo přehodit lano.";"PONECHAT";"Silná, tichá narážka na sebevraždu/oběšení - důležitý temný motiv, nesahat, ale sedí přesně v tónu."
"I";"Když nad tím tak přemýšlel, neviděl důvod, proč by své toulky měl omezovat jen na Česko.";"PONECHAT";"Funkční přechod."
"I";"Mohl by třeba do New Yorku.";"PONECHAT";"Krátké, dobré tempo."
"I";"Je tam obrovský Central Park, kde by mohl bloudit měsíce, které by plynuly jako hodiny a rozpouštěly se v letech.";"UPRAVIT";"""Obrovský"" je nadbytečný (Central Park je všeobecně znám jako rozlehlý) - škrtnout."
"I";"Uplynulým létům by se pak vysmíval.";"PONECHAT";"Funkční, krátké."
"I";"I Londýn býval pěkný, dřív mu tam vadili barevní.";"PONECHAT";"Odhaluje jeho dřívější rasismus přímo a nezastřeně - důležité pro následující sebereflexi, nesahat, funguje jako záměrně nepříjemný detail."
"I";"Dávno se však oprostil od pozemských obav pramenících z primitivního rasismu, který se dědil v rodinách jako stříbrné příbory.";"PONECHAT";"Silná metafora (rasismus jako dědictví/stříbrné příbory) - dobrá pointa k předchozí větě."
"I";"Nikdy přece nezáleželo na tom, jestli je člověk bílý, nebo modrý.";"PONECHAT";"Funkční, ironicky nadsazené (""modrý"") pro odlehčení tématu."
"I";"Vždyť střeva Holanďana jsou stejně dlouhá jako střeva Inda a žlučníky, ty mají taky všichni stejné.";"PONECHAT";"Groteskní, tělesná redukce rasismu na absurdno - silný černý humor, funguje, předznamenává žlučníkovou pointu níže."
"I";"„Jestli se za hvězdami zahrady pěstují, kam pak duše tamních tvorů putují?“";"PONECHAT";"Krátký, rýmovaný veršík uprostřed prózy - výrazný rytmický zlom, funguje jako lyrická vsuvka, nesahat."
"I";"Snad by tam žila stvoření s obrácenou kůží a bez jazyků, takže by si nemusel dělat hlavu, že jim nerozumí.";"PONECHAT";"Surrealistický obraz, dobré pokračování fantazie."
"I";"Celé dny by trávili novými zálibami.";"PONECHAT";"Funkční přechod."
"I";"V pondělí by vyráběl masového žraloka z nevypočitatelného množství domácích zvířat.";"PONECHAT";"Absurdní, groteskní obraz, funguje v surrealistickém tónu pasáže."
"I";"V úterý by pak žraloka slepoval z ojetých pneumatik.";"PONECHAT";"Pokračuje absurdní výčet, dobré tempo."
"I";"Toho by se tolik nebál, ale jakého žraloka by dělal ve středu?";"PONECHAT";"Dobrá, mírně znepokojivá pointa uzavírající absurdní odbočku."
"I";"Náhle ho začalo něco pálit napravo pod žebry.";"PONECHAT";"Funkční, návrat k tělesnému vnímání (paradox - necítí bolest, ale tohle ano?), dobrý zvrat."
"I";"Snad jako by měl něco se žlučníkem.";"PONECHAT";"Návazuje na žlučníkový vtip výše, dobrá stavební linka."
"I";"Tolik mu chyběl žlučník.";"PONECHAT";"Absurdní, groteskně dojemná věta - typický černý humor knihy, funguje."
"I";"Jeho malý žlučníček.";"UPRAVIT";"Zdrobnělina ""žlučníček"" prohlubuje absurdní sentiment - funguje, ale zvážit, zda po ""Tolik mu chyběl žlučník"" nejde o nadbytečné zopakování téže myšlenky. Možná ponechat jen jednu z dvojice vět."
"I";"Smutně pak hleděl do výlohy řeznictví.";"PONECHAT";"Silná, groteskně poetická závěrečná věta kapitoly - žlučník v řeznictví, temný humor, dobrý pointovací konec, nesahat."
"II";"„Tomáši, jdete pozdě, kde jste se zase toulal?“";"PONECHAT";"Dobrý úvodní dialogový úder, okamžitě staví mocenskou dynamiku Křivka/Tomáš, funkční."
"II";"„Víte, to se těžko vysvětluje.“";"PONECHAT";"Úsporná vyhýbavá odpověď, charakterizuje Tomáše jako podřízeného, funguje."
"II";"„Hlavně mi nic nevysvětlujte.";"PONECHAT";"Krátké, úderné, dobrý rytmus autoritářské řeči."
"II";"Prostě choďte včas, nebo aspoň ne takhle nápadně pozdě, jinak z toho budu muset vyvodit patřičné důsledky.“";"UPRAVIT";"""Patřičné důsledky"" je byrokraticky prázdná fráze - funguje jako charakterizace Křivky (mluví kancelářskou hantýrkou), ale zvážit zkrácení pro razanci."
"II";"„Rozumím, omlouvám se.";"PONECHAT";"Úsporné, funkční."
"II";"Už se to nebude opakovat.“";"PONECHAT";"Klišé fráze podřízeného - záměrně otřelá, funguje jako charakterizace."
"II";"„No a ještě něco.";"PONECHAT";"Dobrý přechod, buduje napětí před další výtkou."
"II";"Volal Koucký.";"PONECHAT";"Krátké, věcné."
"II";"Prý jste při sjednávání flotily zapomněl vyplnit jednu ovci.“";"PONECHAT";"""Ovci"" jako firemní žargon pro auto (odhaleno v odst. 6) je dobrý absurdní detail korporátní hantýrky, nesahat."
"II";"„Em… ovci?“";"PONECHAT";"Krátká, komická reakce, dobré tempo."
"II";"„Oktávku.“";"PONECHAT";"Pointa vtipu s ""ovcí"" - úsporné, funguje."
"II";"„Jo… no, to se může stát, ale Kouckému jsem poslal modelaci, návrh smlouvy, všechno to je uvedeno i ve finální…“";"PONECHAT";"Přerušená věta dobře simuluje, že ho Křivka utne - funkční dramaticky."
"II";"„Já se neptám na Kouckého!""";"PONECHAT";"Ostrá replika, dobrá eskalace."
"II";"Křivkův hlas zesílil.";"PONECHAT";"Krátká, funkční scénická poznámka."
"II";"Tomáš chápal, že by nebylo strategické vystupovat proti Křivkovi.";"PONECHAT";"Funkční přechod do vnitřního monologu."
"II";"Ten člověk se při porodu musel skřípnout.";"PONECHAT";"Krátká, groteskní pointa, dobrý černý humor."
"II";"Představil si starou Křivkovou, jak leží na porodním sále a najednou „křup“.";"PONECHAT";"Konkrétní, absurdní obraz, funguje - onomatopoie ""křup"" je efektivní."
"II";"To křupnutí se nesmazatelně propsalo do charakteru malého růžového Křivky a projevilo se s každým jeho otevřením úst, s každou jeho myšlenkou.";"UPRAVIT";"""Nesmazatelně"" a ""malého růžového"" jsou nadbytečné přívlastky k už jasnému obrazu - zredukovat, hlavně druhá polovina věty (""s každým otevřením úst, s každou myšlenkou"") je zbytná gradace."
"II";"„Mně je jedno, že si ten debil neumí spočítat auta nebo neumí číst.";"PONECHAT";"Ostrá, charakterizující replika, funguje."
"II";"Když bude klient negramotný, tak mu tu smlouvu budete předčítat tak dlouho, dokud se nám to vyplatí.";"PONECHAT";"Silná, cynická věta - odhaluje firemní bezohlednost, klíčové pro téma knihy (viz ""hypotéky"" v názvu sbírky)."
"II";"A to nebude tolikrát, protože jste pro nás dost drahý.“";"PONECHAT";"Dobrá, hrozivá pointa promluvy."
"II";"Open space, kde Křivka zastihl Tomáše, byl největší v celé pobočce.";"PONECHAT";"Funkční zasazení scény."
"II";"Dle Tomášova odhadu tam právě sedělo přes padesát jeho kolegů a Křivka měl dost silný hlas na to, aby byl slyšet po celé kanceláři.";"UPRAVIT";"Věta spojuje dvě samostatné informace (počet kolegů + síla hlasu) spojkou ""a"" - zvážit rozdělení pro lepší rytmus, hlavní účel (veřejné ponížení) zůstane jasnější."
"II";"„Ano, rozumím, podívám se na to,“ odpověděl Tomáš tiše.";"PONECHAT";"""Tiše"" v kontrastu k Křivkovu silnému hlasu - dobrý detail submisivity."
"II";"„Děkuji,“ odsekl Křivka.";"PONECHAT";"""Odsekl"" u zdvořilého slova je dobrý ironický kontrast - funguje."
"II";"Kolegové ztráceli při prvním sezení klidně sedm klientů z deseti.";"PONECHAT";"Konkrétní statistika, funkční, dodává věrohodnost prostředí."
"II";"Přes den největší frajeři s plnou hubou hlášek o rybníce plném velkých štik.";"PONECHAT";"Dobrá hovorová metafora (štiky = velcí klienti), funguje jako charakterizace machismu."
"II";"Ty samé borce pak potkával v karlínských barech na Jižáku, kde po pár drincích odložili image a zůstali z nich stydliví panicové, nechápající, proč žádná holka nechce „hodného kluka"".";"UPRAVIT";"""Na Jižáku"" a ""v karlínských barech"" je zeměpisně rozporuplné (Karlín a Jižní Město jsou různé lokality) - ověřit/opravit. Jinak silná, přesná sociální satira, ponechat obsah."
"II";"Když v poledne mířil chodbou do kuchyňky pro kávu, dohonil svého padawana Martina.";"PONECHAT";"""Padawana"" je dobrý ironický, generačně příznakový výraz - funguje, charakterizuje Tomáše."
"II";"Když tenhle kluk do firmy nastoupil, Tomáš mu letmě podal ruku a do minuty zapomněl jeho jméno.";"PONECHAT";"Konkrétní, funkční, ukazuje počáteční lhostejnost."
"II";"Nováčků si z principu nevšímal.";"PONECHAT";"Krátké, úsporné shrnutí postoje."
"II";"Šedesát procent z nich stejně nepřežilo první půlrok, a věnovat jim pozornost znamenalo jen přilákat jejich dotěrnost.";"PONECHAT";"Cynická, věrohodná firemní statistika + motivace, funguje."
"II";"Stýkat se začali až ve chvíli, kdy Martin vyfasoval Tomáše jako mentora.";"PONECHAT";"Funkční přechod."
"II";"Rychle ho ale zaujal.";"PONECHAT";"Krátké, dobré tempo, otáčí očekávání čtenáře."
"II";"Oplýval pronikavým intelektem a absurdním smyslem pro etiku – vlastnostmi, které se u pojišťováků vidí jen zřídka.";"UPRAVIT";"""Pronikavým"" je trochu otřelý přívlastek k ""intelektu"" - zvážit nahrazení konkrétnějším projevem inteligence místo pojmenování vlastnosti."
"II";"Tomáš v něm brzy začal vidět sám sebe.";"PONECHAT";"Klíčová věta, zakládá motiv zrcadlení Tomáš/Martin."
"II";"Byla to nepopiratelná, byť zakřiknutější podoba.";"PONECHAT";"Funkční upřesnění."
"II";"Tomáš měl občas mrazivý pocit, že Martin je jen jeho nedokonalá derivace.";"PONECHAT";"Silná, matematicky přesná metafora (""derivace"") - sedí k pojišťovácké/technické atmosféře knihy, nesahat."
"II";"Odštěpek vlastní podstaty, který se zhmotnil jen proto, aby mu neustále zrcadlil jeho vlastní lenost a necílevědomost.";"UPRAVIT";"Rozvíjí předchozí metaforu, ale ""lenost a necílevědomost"" je poněkud vysvětlující dvojice - zvážit ponechat jen jeden výraz pro úspornost."
"II";"„Martine, jsem rád, že jsi vyřešil toho Kouckého.";"PONECHAT";"Funkční dialog."
"II";"Hodně jsi mi tím pomohl,“ prolomil Tomáš ticho, zatímco míjeli prosklené kancelářské kóje.";"PONECHAT";"Dobrý prostorový detail (""prosklené kóje"") zasazující scénu."
"II";"„Za málo.";"PONECHAT";"Úsporné."
"II";"Jindy zas budu potřebovat pomoct já, však víš,“ odvětil Martin svým typicky nezúčastněným tónem.";"UPRAVIT";"""Typicky nezúčastněným"" je vysvětlující nálepka - lepší nechat tón promluvit sám, bez komentáře vypravěče."
"II";"„Hm, jasně,“ přikývl Tomáš.";"PONECHAT";"Krátké, funkční."
"II";"Měl na jazyku další slova, nutkání toho kluka nějak probrat k životu, vysvětlit mu, že tahle firma je džungle plná morální šedi, kde se každý průměrný idiot bojí o své místo a neváhá bodnout do zad.";"UPRAVIT";"Silný obraz (""džungle plná morální šedi""), ale věta je přetížená - tři metafory/charakteristiky za sebou (džungle, morální šeď, bodnutí do zad). Zredukovat na jednu nejsilnější."
"II";"Ale polkl to.";"PONECHAT";"Krátká, úderná - dobrý kontrast k předchozí dlouhé větě."
"II";"Přehnané otcovské rady by byly jen zbytečnou ztrátou energie.";"UPRAVIT";"""Přehnané"" a ""zbytečnou"" jsou dva přívlastky nesoucí stejnou informaci (obojí = nadbytečnost) - škrtnout jeden."
"II";"Martin jen tiše kráčel vedle něj, ponořený do vlastního vnitřního světa, a společně vešli do zapáchající kuchyňky.";"UPRAVIT";"""Vnitřního světa"" je vágní klišé - zvážit konkrétnější detail nebo škrtnutí. ""Zapáchající kuchyňky"" dobře uvádí následující odstavec, ponechat."
"II";"Místnost páchla levnou praženou robustou, přepáleným mlékem a ohřívaným jídlem z mikrovlnky.";"PONECHAT";"Konkrétní smyslový výčet, dobrá atmosféra open-space kanceláře."
"II";"Před nerezovým dřezem stál hlouček zaměstnanců, kteří připomínali znuděné padesátníky před barem na modřanském sídlišti.";"PONECHAT";"Přesné, trefné přirovnání, funguje jako sociální satira."
"II";"Hlavní slovo měl Patrik Štrostmajer, opálený pojišťovák, kterého před vráskami nedokázala uchránit ani jeho přísná askeze.";"PONECHAT";"Dobrá ironická charakteristika jednou větou, funguje."
"II";"Oponoval mu potící se Alois";"PONECHAT";"Úsporná charakterizace kontrastní postavy."
"II";"Martin se tiše zastavil opodál.";"PONECHAT";"Krátké, drží Martinovu pozici pozorovatele - paralela k Tomášovi coby duchovi v kap. I."
"II";"„Já to tak neberu vážně, spíš to tak vnímám,“ vykládal právě Patrik.";"PONECHAT";"Funkční úvod do jeho charakteristické pseudofilozofické řeči."
"II";"„Hmota neexistuje, všechno jsou jen struny a my se je můžeme vědomě naučit ovládat.";"PONECHAT";"Dobrá pseudovědecká tirada, charakterizuje postavu skrz řeč - nesahat, i technický žargon je tu záměrný a funkční (na rozdíl od vypravěčských technických pasáží jinde)."
